als;fr;de;en;cat;gen;pluriel;petit;compar;present_1_personne;present_2_personne;present_3_personne;present_pluriel;part_passe;aux;cond_pres_1_personne;cond_pres_2_personne;cond_pres_3_personne;cond_pres_pluriel
Meißel;burin;Meißel;chisel;nom;m;Meißel;;;;;;;;;;;;
Mellala;abricot;Aprikose;apricot;nom;n;Mellala;;;;;;;;;;;;
Melona;melon;Melone;melon;nom;f;Melona;;;;;;;;;;;;
Mensch;humain;Mensch;human;nom;m;Menscha;;;;;;;;;;;;
Messìng;laiton;Messing;brass;nom;n;;;;;;;;;;;;;
Meter;mètre;Meter;meter;nom;m;Meter;;;;;;;;;;;;
Methoda;méthode;Methode;method;nom;f;Methoda;;;;;;;;;;;;
Metzger;boucher;Metzger;butcher;nom;m;Metzger;;;;;;;;;;;;
Metàl;métal;Metall;metal;nom;n;Metàla;;;;;;;;;;;;
Miada;fatigue;Müdigkeit;fatigue;nom;f;Miada;;;;;;;;;;;;
Miaih;effort;Mühe;effort;nom;f;Miaih;;;;;;;;;;;;
Miasla;petit-pois;Erbse;pea;nom;n;Miasla;;;;;;;;;;;;
Mineràl;minéral;Mineral;mineral;nom;n;Mineràlia;;;;;;;;;;;;
Minischterium;ministère;Ministerium;ministry;nom;n;Minischterium;;;;;;;;;;;;
Minütta;minute;Minute;minute;nom;f;Minütta;;;;;;;;;;;;
Mirabella;mirabelle;Mirabelle;mirabelle plum;nom;f;Mirabella;;;;;;;;;;;;
Moler;peintre;Maler;painter;nom;m;Moler;;;;;;;;;;;;
Momant;moment;Moment;moment;nom;m;Momanta;;;;;;;;;;;;
Mond;lune;Mond;moon;nom;m;Monda;;;;;;;;;;;;
Monet;mois;Monat;month;nom;m;Moneta;;;;;;;;;;;;
Monumant;monument;Monument;monument;nom;n;Monumant;;;;;;;;;;;;
Morga;matin;Morgen;morning;nom;m;Morga;;;;;;;;;;;;
Morgaassa;petit-déjeuner;Frühstück;breakfast;nom;n;Morgaassa;;;;;;;;;;;;
Motor;moteur;Motor;engine;nom;m;Motora;;;;;;;;;;;;
Mucka;mouche;Fliege;fly;nom;f;Mucka;Mìckla;;;;;;;;;;;
Mumpf;oreillons;Mumps;mumps;nom;m;;;;;;;;;;;;;
Muschel;moule;Muschel;clam;nom;f;Muschla;;;;;;;;;;;;
Màcht;puissance;Macht;power;nom;f;Machta;;;;;;;;;;;;
Màga;estomac;Magen;stomach;nom;m;Màga;Magala;;;;;;;;;;;
Màgd;bonne;Magd;maidservant;nom;f;Magd;;;;;;;;;;;;
Màgneet;aimant;Magnet;magnet;nom;m;Màgneet;;;;;;;;;;;;
Màhlschloss;cadenas;Mahlschloss;padlock;nom;n;Màhlschlässer;Màhlschlässla;;;;;;;;;;;
Màmma;maman;Mama;Mummy;nom;f;Màmma;;;;;;;;;;;;
Màndla;amande;Mandel;almond;nom;f;Màndla;;;;;;;;;;;;
Màngold;bette;Mangold;mangold;nom;m;Màngold;;;;;;;;;;;;
Mànn;homme;Mann;man;nom;m;Manner;Mannla;;;;;;;;;;;
Mànnschàft;équipe;Mannschaft;team;nom;f;Mànnschàfta;;;;;;;;;;;;
Màntel;manteau;Mantel;coat;nom;m;Mantel;Mantala;;;;;;;;;;;
Màrina;marine;Marine;navy;nom;f;Màrina;;;;;;;;;;;;
Màrkgràf;margrave;Markgraf;margrave;nom;m;Màrkgràfa;;;;;;;;;;;;
Màrrona;marron;Maroni;chestnut;nom;f;Màrrona;;;;;;;;;;;;
Màscha;maille;Masche;stitch;nom;f;Màscha;;;;;;;;;;;;
Màschìna;machine;Maschine;machine;nom;f;Màschìna;Màschìnla;;;;;;;;;;;
Màthemàtik;maths;Mathematik;mathematics;nom;;;;;;;;;;;;;;
Màtros;matelot;Matrose;sailor;nom;m;Màtrosa;;;;;;;;;;;;
Màtràtza;matelas;Matratze;mattress;nom;f;;;;;;;;;;;;;
Màtta;pré;Wiesen;meadow;nom;f;Màtta;Mattla;;;;;;;;;;;
Màttakìmma;cumin;Kreuzkümmel;cumin;nom;m;Màttakìmma;;;;;;;;;;;;
Mähna;crinière;Mähne;mane;nom;f;Mähna;;;;;;;;;;;;
März;mars;März;March;nom;m;;;;;;;;;;;;;
Mìlch;lait;Milch;milk;nom;f;Mìlch;;;;;;;;;;;;
Mìnderheit;minorité;Minderheit;minority;nom;f;Mìnderheita;;;;;;;;;;;;
Mìnschter;cathédrale;Dom;cathedral;nom;n;Mìnschter;;;;;;;;;;;;
Mìnschterkaas;fromage de munster;Münsterkäse;Munster cheese;nom;m;Mìnschterkaas;;;;;;;;;;;;
Mìnìschter;ministre;Minister;minister;nom;m;Mìnìschter;;;;;;;;;;;;
Mìscht;fumier;Mist;dung;nom;m;Mìscht;;;;;;;;;;;;
Mìtglìed;membres;Mitglied;member;nom;n;Mìtglìeder;;;;;;;;;;;;
Mìtternàchtsmass;messe de minuit;Mitternachtsmesse;Midnight Mass;nom;f;Mìtternàchtsmass;;;;;;;;;;;;
Mìttla;moyen;Mitte;middle;nom;f;Mìttla;;;;;;;;;;;;
Mìttwuch;mercredi;Mittwoch;Wednesday;nom;m;Mìttwuch;;;;;;;;;;;;
Müet;courage;Mut;courage;nom;m;;;;;;;;;;;;;
Müeter;mère;Mutter;mother;nom;f;Miater;Miaterla;;;;;;;;;;;
Müssik;musique;Musik;music;nom;f;Müssik;Müssikla;;;;;;;;;;;
Müül;bouche;Mund;mouth;nom;n;Miil;Miilala;;;;;;;;;;;
Müüra;mur;Mauer;wall;nom;f;Müüra;Miirla;;;;;;;;;;;
Müüs;souris;Maus;mouse;nom;f;Miis;Miisla;;;;;;;;;;;
Nacka;nuque;Nacken;neck;nom;m;Nacka;;;;;;;;;;;;
Naihmàschìna;machine à coudre;Nähmaschine;sewing machine;nom;f;Naihmàschìna;;;;;;;;;;;;
Narv;nerf;Nerv;nerve;nom;m;Narva;;;;;;;;;;;;
Nascht;nid;Nest;nest;nom;n;Naschter;Naschtla;;;;;;;;;;;
Nawel;brouillard;Nebel;fog;nom;m;Nawel;;;;;;;;;;;;
Neger;nègre;Neger;Negro;nom;m;Neger;Negerla;;;;;;;;;;;
Netz;filet;Netz;net;nom;n;Netz;;;;;;;;;;;;
Nochber;voisin;Nachbar;neighbour;nom;m;Nochbra;;;;;;;;;;;;
Nohchrìchta;information;Nachricht;news;nom;f;Nohchrìchta;;;;;;;;;;;;
Noochberschàft;voisinage;Nachbarschaft;neighbourhood;nom;f;Noochberschàfta;;;;;;;;;;;;
Noodla;aiguille;Nadel;needle;nom;f;Noodla;;;;;;;;;;;;
Norda;nord;Norden;North;nom;m;Norda;;;;;;;;;;;;
Notfàll;urgence;Notfall;emergency;nom;m;Notfall;;;;;;;;;;;;
Novamber;novembre;November;November;nom;m;;;;;;;;;;;;;
Nuss;noix;Walnuss;nut;nom;f;Nussa;Nìssla;;;;;;;;;;;
Nusskràcher;casse-noisette;Nussknacker;nutcracker;nom;m;Nusskràcher;;;;;;;;;;;;
Nàcht;nuit;Nacht;night;nom;f;Nacht;;;;;;;;;;;;
Nàchtigàll;rossignol;Nachtigall;nightingale;nom;f;Nàchtigàlla;;;;;;;;;;;;
Nàchtkütz;hibou;Nachtkutz;owl;nom;m;Nàchtkütza;;;;;;;;;;;;
Nàgel;clou;Nagel;nail;nom;m;Neegel;Neegala;;;;;;;;;;;
Nàgel;ongle;Nagel;nail;nom;m;Neegel;;;;;;;;;;;;
Nàmma;nom;Name;name;nom;;Namma;;;;;;;;;;;;
Nàsa;nez;Nase;nose;nom;f;Nàsa;Nasala;;;;;;;;;;;
Nàshorn;rhinocéros;Nashorn;rhino;nom;n;Nàshärner;;;;;;;;;;;;
Nàtionàlität;nationalité;Nationalität;nationality;nom;f;Nationalitäta;;;;;;;;;;;;
Nàtür;nature;Natur;nature;nom;f;Nàtüra;;;;;;;;;;;;
Nàwel;nombril;Nabel;navel;nom;m;Nawel;Nawala;;;;;;;;;;;
Nèijohr;nouvel an;Neujahr;New Year's Day;nom;n;Nèijohr;;;;;;;;;;;;
Nèijohrswunsch;voeu de nouvel an;Neujahrswunsch;New Year's wish;nom;n;Nèijohrswìnsch;;;;;;;;;;;;
Nèikheit;nouvelles;Neuheit;news;nom;f;Nèikheita;;;;;;;;;;;;
Nüüdla;nouille;Nudel;noodle;nom;f;Nüüdla;;;;;;;;;;;;
Obst;fruit;Obst;fruit;nom;n;;;;;;;;;;;;;
Ochs;boeuf;Ochse;beef;nom;m;Ochsa;;;;;;;;;;;;
Ofa;poêle;Ofen;stove;nom;m;Eefa;Eefala;;;;;;;;;;;
Ofa;four;Ofen;oven;nom;m;Eefa;Eefala;;;;;;;;;;;
Ohr;oreille;Ohr;ear;nom;n;Ohra;Eehrala;;;;;;;;;;;
Ohragrìwler;perce-oreilles;Ohrwurm;earwig;nom;m;Ohragrìwler;;;;;;;;;;;;
Ohrapfatzer;pince-oreilles;Ohrwurm;earwig;nom;m;Ohrapfatzer;;;;;;;;;;;;
Ohrarìng;boucle d'oreille;Ohrring;earring;nom;m;Ohrarìng;Ohrarìngla;;;;;;;;;;;
Oktower;octobre;Oktober;October;nom;m;;;;;;;;;;;;;
Oliva;olive;Olive;olive;nom;f;Oliva;;;;;;;;;;;;
Olivaeel;huile d'olive;Olivenöl;olive oil;nom;n;Olivaeel;;;;;;;;;;;;
Omeisa;fourmi;Ameise;ant;nom;f;Omeisa;;;;;;;;;;;;
Ool;anguille;Aal;eel;nom;m;Oola;;;;;;;;;;;;
Ooschtra;Pâques;Ostern;Easter;nom;n;Ooschtra;;;;;;;;;;;;
Opfer;victime;Opfer;victim;nom;n;Opfra;;;;;;;;;;;;
Orgla;orgue;Orgel;organ;nom;f;Orgla;;;;;;;;;;;;
Ort;lieu;Ort;place;nom;m;Orta;;;;;;;;;;;;
Orààscha;orange;Orange;orange;nom;f;Oràscha;;;;;;;;;;;;
Owa;soir;Abend;evening;nom;m;Owa;;;;;;;;;;;;
Owaassa;dîner;Abendessen;dinner;nom;n;Owaassa;;;;;;;;;;;;
Pach;malchance;Pech;pitch;nom;n;Pach;;;;;;;;;;;;
Pamplemousse;pamplemousse;Grapefruit;grapefruit;nom;f;Pamplemousse;;;;;;;;;;;;
Papapa;Papi;Opa;Grandpa;nom;m;Papapa;;;;;;;;;;;;
Persona;personne;Person;person;nom;f;Persona;;;;;;;;;;;;
Peterla;persil;Petersilie;parsley;nom;m;Peterla;;;;;;;;;;;;
Pfaffer;poivre;Pfeffer;pepper;nom;m;Pfaffer;;;;;;;;;;;;
Pfaffermìnz;menthe;Pfefferminz;peppermint;nom;n;Pfaffermìnz;;;;;;;;;;;;
Pfiffa;pipe;Pfeife;pipe;nom;f;Pfiffa;;;;;;;;;;;;
Pflànza;plante;Pflanze;plant;nom;f;Pflànza;;;;;;;;;;;;
Pflàschter;pansement;Pflaster;plaster;nom;n;Pflàschter;;;;;;;;;;;;
Pflìcht;devoir;Pflicht;duty;nom;f;Pflìchta;;;;;;;;;;;;
Pflüeg;charrue;Pflug;plough;nom;m;Pflüega;;;;;;;;;;;;
Pflüüma;prune;Pflaume;plum;nom;f;Pflüüma;Pfliimla;;;;;;;;;;;
Pfund;livre;Pfund;pound;nom;n;Pfunda;;;;;;;;;;;;
Pfàd;chemin;Pfad;path;nom;m;Pfad;;;;;;;;;;;;
Pfànna;casserole;Pfanne;pan;nom;f;Pfànna;;;;;;;;;;;;
Pfàui;paon;Pfau;peacock;nom;m;Pfàuia;;;;;;;;;;;;
Pfìngschta;Pentecôte;Pfingsten;Pentecost;nom;n;Pfìngschta;;;;;;;;;;;;
Philologie;philologie;Philologie;philology;nom;f;Philologie;;;;;;;;;;;;
Physik;physique;Physik;physics;nom;f;;;;;;;;;;;;;
Piano;piano;Klavier;piano;nom;n;Piano;;;;;;;;;;;;
Pipiss;urine;Urin;urine;nom;n;Pipiss;;;;;;;;;;;;
Platin;platine;Platin;platinum;nom;n;;;;;;;;;;;;;
Plunder;vêtements;Kleider;clothes;nom;n;Plunder;;;;;;;;;;;;
Plàn;plan;Plan;plan;nom;m;Plan;;;;;;;;;;;;
Plàtta;plat;Platte;plate;nom;f;Plàtta;Plattla;;;;;;;;;;;
Plàtz;place;Platz;place;nom;m;Platz;;;;;;;;;;;;
Politik;politique;Politik;politics;nom;f;Politika;;;;;;;;;;;;
Polizèi;police;Polizei;police;nom;f;Polizèia;;;;;;;;;;;;
Portner;concierge;Portier;concierge;nom;m;Portner;;;;;;;;;;;;
Posàuina;trombone;Posaune;trombone;nom;f;Posàuina;;;;;;;;;;;;
Priis;prix;Preis;price;nom;m;Priisa;;;;;;;;;;;;
Problem;problème;Problem;problem;nom;n;Problema;;;;;;;;;;;;
Profasser;professeur;Professor;professor;nom;m;Profasser;;;;;;;;;;;;
Programm;programme;Programm;programme;nom;n;Progràmma;;;;;;;;;;;;
Projakt;projet;Projekt;project;nom;n;Projakta;;;;;;;;;;;;
Propagànda;propagande;Propaganda;propaganda;nom;f;Propaganda;;;;;;;;;;;;
Propeller;hélice;Propeller;propeller;nom;m;Propeller;;;;;;;;;;;;
Prowa;test;Prüfung;test;nom;f;Prowa;;;;;;;;;;;;
Prozant;pour cent;Prozent;percent;nom;n;Prozant;;;;;;;;;;;;
Pràcht;splendeur;Pracht;splendour;nom;f;Pracht;;;;;;;;;;;;
Präsidant;président;Präsident;president;nom;m;Präsidanta;;;;;;;;;;;;
Prìnzip;principe;Prinzip;principle;nom;n;Prìnzip;;;;;;;;;;;;
Pumpa;pompe;Pumpe;pump;nom;;Pumpa;;;;;;;;;;;;
Pumpié;pompier;Feuerwehrmann;fireman;nom;m;Pumpié;;;;;;;;;;;;
Punkt;point;Punkt;point;nom;m;Punkta;;;;;;;;;;;;
Putzlumpa;serpillière;Putzlumpen;floorcloth;nom;m;Putzlìmpa;Putzlìmpla;;;;;;;;;;;
Pàck;paquet;Pack;pack;nom;n;Pack;Packla;;;;;;;;;;;
Pàlma;palme;Palme;palm;nom;f;Pàlma;;;;;;;;;;;;
Pàlàscht;palais;Palast;palace;nom;m;Pàlàschta;;;;;;;;;;;;
Pàpier;papier;Papier;paper;nom;n;Pàpierer;Pàpierla;;;;;;;;;;;
Pàppa;Papa;Papa;Dad;nom;m;Pàppa;;;;;;;;;;;;
Pàppadeckel;carton;Pappe;carton;nom;m;Pàppadeckel;;;;;;;;;;;;
Pàppagei;perroquet;Papagei;parrot;nom;m;Pàppagei;;;;;;;;;;;;
Pàppla;peuplier;Pappel;poplar;nom;f;Pàppla;;;;;;;;;;;;
Pàrtner;partenaire;Partner;partner;nom;m;Pàrtnera;;;;;;;;;;;;
Pàrtnerschàft;partenariat;Partnerschaft;partnership;nom;f;Pàrtnerschàfta;;;;;;;;;;;;
Pàrtèi;parti;Partei;party;nom;f;Pàrtèia;;;;;;;;;;;;
Pàschteta;pâté;Pastete;paté;nom;f;Pàschteta;Pàschtetla;;;;;;;;;;;
Pìlla;pilule;Pille;pill;nom;f;Pìlla;;;;;;;;;;;;
Pìnguin;pingouin;Pinguin;penguin;nom;m;Pìnguina;;;;;;;;;;;;
Püllower;pull-over;Pullover;sweater;nom;m;Püllower;;;;;;;;;;;;
Qualla;source;Quelle;spring;nom;f;Qualla;;;;;;;;;;;;
Quàdràtmeter;mètre carré;Quadratmeter;square meter;nom;m;Quàdràtmeter;;;;;;;;;;;;
Quàl;torture;Qual;torture;nom;f;Quala;;;;;;;;;;;;
Racha;râteau;Rechen;rake;nom;m;Racha;;;;;;;;;;;;
Rachnung;facture;Rechnung;bill;nom;f;Rachnunga;;;;;;;;;;;;
Racht;droit;Recht;right;nom;n;Rachta;;;;;;;;;;;;
Radig;radis;Rettich;radish;nom;m;Radig;Radigla;;;;;;;;;;;
Radio;radio;Radio;radio;nom;m;Radio;;;;;;;;;;;;
Raga;pluie;Regen;rain;nom;m;Raga;;;;;;;;;;;;
Ragaboga;arc-en-ciel;Regenbogen;rainbow;nom;m;Ragaboga;;;;;;;;;;;;
Rascht;reste;Raschta;remainder;nom;m;Rascht;Raschtla;;;;;;;;;;;
Red;discours;Rede;speech;nom;f;Red;;;;;;;;;;;;
Reform;réforme;Reform;reform;nom;f;Reform;;;;;;;;;;;;
Regel;règle;Regel;rule;nom;f;Regel;;;;;;;;;;;;
Regiarung;gouvernement;Regierung;government;nom;f;Regiarunga;;;;;;;;;;;;
Reh;chevreuil;Reh;roe;nom;n;Reh;;;;;;;;;;;;
Reiha;ligne;Reihe;row;nom;f;Reiha;;;;;;;;;;;;
Reiha;héron;Reiher;heron;nom;m;Reiha;;;;;;;;;;;;
Reis;voyage;Reise;journey;nom;f;Reisa;;;;;;;;;;;;
Religion;religion;Religion;religion;nom;f;Religiona;;;;;;;;;;;;
Renna;course;Wettrennen;race;nom;n;Renna;;;;;;;;;;;;
Repüblik;république;Republik;republic;nom;f;Repüblik;;;;;;;;;;;;
Resarva;réserve;Reserve;reserve;nom;f;Resarva;;;;;;;;;;;;
Revolution;révolution;Revolution;revolution;nom;f;Revolution;;;;;;;;;;;;
Rewolwer;gun;Revolver;gun;nom;m;Rewolwer;;;;;;;;;;;;
Rezapt;recette;Rezept;recipe;nom;n;Rezapta;;;;;;;;;;;;
Reàktion;réaction;Reaktion;reaction;nom;f;Reàktiona;;;;;;;;;;;;
Riichtum;richesse;Reichtum;wealth;nom;m;Riichtuma;;;;;;;;;;;;
Risiko;risque;Risiko;risk;nom;n;Risiko;;;;;;;;;;;;
Riss;riz;Reis;rice;nom;m;Riss;;;;;;;;;;;;
Rock;robe;Kleid;dress;nom;m;Räck;Räckla;;;;;;;;;;;
Rogga;seigle;Roggen;rye;nom;m;Rogga;;;;;;;;;;;;
Roggamahl;farine de seigle;Roggenmehl;rye flour;nom;n;Roggamahl;;;;;;;;;;;;
Rohr;tuyau;Rohr;tube;nom;n;Reehr;Reehrla;;;;;;;;;;;
Rolli;matou;Katzenrolle;tomcat;nom;m;Rolli;;;;;;;;;;;;
Rolllàda;volet roulant;Rollladen;roller shutter;nom;m;Rolllàda;;;;;;;;;;;;
Romàn;roman;Roman;novel;nom;m;Romàna;;;;;;;;;;;;
Rosa;rose;Rose;rose;nom;f;Rosa;Reesla;;;;;;;;;;;
Rosmarin;romarin;Rosmarin;rosemary;nom;m;;;;;;;;;;;;;
Ross;cheval;Pferd;horse;nom;n;Rässer;Rässla;;;;;;;;;;;
Rot;conseil;Rat;advice;nom;m;Rot;;;;;;;;;;;;
Rothüs;mairie;Rathaus;town hall;nom;n;Rothiiser;;;;;;;;;;;;
Rotkrütt;chou rouge;Rotkohl;red cabbage;nom;n;Rotkrütt;;;;;;;;;;;;
Rotschwànz;rouge-queue;Rotschwanz;redstart;nom;m;Rotschwanz;;;;;;;;;;;;
Rotsucht;rougeole;Masern;measles;nom;f;;;;;;;;;;;;;
Ruina;ruine;Ruine;ruin;nom;f;Ruina;;;;;;;;;;;;
Runtz;ruisseau;Bächlein;brook;nom;m;Runtza;;;;;;;;;;;;
Ràd;roue;Rad;wheel;nom;n;Reeder;;;;;;;;;;;;
Ràhma;cadre;Rahmen;frame;nom;m;Ràhma;Rahmala;;;;;;;;;;;
Ràhna;betterave;Rübe;beet;nom;f;Ràhna;;;;;;;;;;;;
Ràsiaràpparàt;raser;Rasierapparat;shave;nom;m;Ràsiaràppàrat;;;;;;;;;;;;
Ràtta;rat;Ratte;rat;nom;f;Ràtta;Rattala;;;;;;;;;;;
Ràuiech;fumée;Rauch;smoke;nom;m;;;;;;;;;;;;;
Rìchtung;direction;Richtung;direction;nom;f;Rìchtunga;;;;;;;;;;;;
Rìcka;dos;Rücken;back;nom;m;Rìcka;Rìckala;;;;;;;;;;;
Rìes;géant;Riese;giant;nom;m;Rìesa;;;;;;;;;;;;
Rìng;anneau;Ring;ring;nom;m;Rìng;Rìngla;;;;;;;;;;;
Rìnna;gouttière;Rinne;rain gutter;nom;f;Rìnna;Rìnnala;;;;;;;;;;;
Rüef;renommée;Ruf;fame;nom;m;Rüefa;;;;;;;;;;;;
Rüeih;calme;Ruhe;calm;nom;f;Rüeiha;;;;;;;;;;;;
Rühm;crème;Rahm;cream;nom;m;;;;;;;;;;;;;
Rüppa;chenille;Raupe;caterpillar;nom;f;Rüppa;;;;;;;;;;;;
Rüppelz;Père Fouettard;Knecht Ruprecht;Knight Rupert;nom;m;;;;;;;;;;;;;
Saga;scie;Säge;saw;nom;f;Saga;Sagala;;;;;;;;;;;
Sagesa;faux;Sense;scythe;nom;f;Sagesa;;;;;;;;;;;;
Sagmahl;sciure;Sägemehl;sawdust;nom;n;;;;;;;;;;;;;
Salami;salami;Salami;salami;nom;m;;;;;;;;;;;;;
Salbschtmord;suicide;Selbstmord;suicide;nom;m;Salbschtmorda;;;;;;;;;;;;
Sassel;fauteuil;Sessel;armchair;nom;m;Sassel;;;;;;;;;;;;
Saui;cochon;Schwein;pig;nom;f;Säi;Säila;;;;;;;;;;;
Schaar;ciseaux;Schere;scissors;nom;f;Schaar;Schaarla;;;;;;;;;;;
Schaaraschliffer;rémouleur;Scherenschleifer;knife grinder;nom;m;Schaaraschliffer;;;;;;;;;;;;
Schadel;crâne;Schädel;skull;nom;m;Schadel;;;;;;;;;;;;
Schalla;sonnette;Klingel;bell;nom;f;Schalla;;;;;;;;;;;;
Schamel;tabouret;Hocker;stool;nom;n;Schamel;Schamala;;;;;;;;;;;
Schankel;cuisse;Schenkel;thigh;nom;m;Schankel;Schankala;;;;;;;;;;;
Scharma;abri;Schutz;shelter;nom;f;Scharma;;;;;;;;;;;;
Scharmüüs;taupe;Maulwurf;mole;nom;f;Scharmiis;;;;;;;;;;;;
Scharwa;tesson;Scherbe;potsherd;nom;f;Scharwa;;;;;;;;;;;;
Schatta;ombre;Schatten;shade;nom;f;Schatta;;;;;;;;;;;;
Scheck;chèque;Scheck;cheque;nom;m;Scheck;;;;;;;;;;;;
Scheefla;agneau;Lamm;lamb;nom;n;Scheefla;;;;;;;;;;;;
Scheenheit;beauté;Schönheit;beauty;nom;f;Scheenheita;;;;;;;;;;;;
Schiira;grange;Scheune;barn;nom;f;Schiira;;;;;;;;;;;;
Schiiwa;vitre;Glasscheibe;pane of glas;nom;f;Schiiwa;;;;;;;;;;;;
Schiiwawìscher;essuie-glace;Scheibenwischer;wiper;nom;m;Schiiwawìscher;;;;;;;;;;;;
Schiràffa;girafe;Giraffe;giraffe;nom;;Schiràffa;;;;;;;;;;;;
Schlof;sommeil;Schlaf;sleep;nom;m;;;;;;;;;;;;;
Schlofzìmmer;chambre à coucher;Schlafzimmer;bedroom;nom;n;Schlofzìmmer;;;;;;;;;;;;
Schloss;serrure;Schloss;lock;nom;n;Schlässer;;;;;;;;;;;;
Schloss;château;Schloss;castle;nom;n;Schlässer;Schlässla;;;;;;;;;;;
Schlàg;coup;Schlag;beat;nom;m;Schleeg;Schleegla;;;;;;;;;;;
Schlànga;serpent;Schlange;snake;nom;f;Schlànga;;;;;;;;;;;;
Schlàppa;pantoufle;Schlapfen;slipper;nom;m;Schlàppa;Schlappla;;;;;;;;;;;
Schlìssel;clé;Schlüssel;key;nom;m;Schlìssel;Schlìssala;;;;;;;;;;;
Schlìsselbliamla;primevère;Primel;primrose;nom;n;Schlìsselbliamla;;;;;;;;;;;;
Schlìtta;luge;Schlitten;sleigh;nom;f;Schlìtta;;;;;;;;;;;;
Schlìtz;braguette;Hosenschlitz;fly;nom;m;Schlìtz;;;;;;;;;;;;
Schlüüch;tuyau;Schlauch;hose;nom;m;Schliich;Schliichla;;;;;;;;;;;
Schmartz;douleur;Schmerz;pain;nom;m;Schmarza;;;;;;;;;;;;
Schmutz;baiser;Kuss;kiss;nom;m;Schmìtz;;;;;;;;;;;;
Schmìdd;forgeron;Schmied;smith;nom;m;Schmìdd;;;;;;;;;;;;
Schnack;escargot;Schnecke;snail;nom;m;Schnacka;Schnackla;;;;;;;;;;;
Schnapf;bécasse;Schnepfe;woodcock;nom;f;Schnapfa;;;;;;;;;;;;
Schnapfelta;fragment;Schnipsel;snippet;nom;f;Schnapfelta;;;;;;;;;;;;
Schnee;neige;Schnee;snow;nom;m;Schnee;;;;;;;;;;;;
Schniider;tailleur;Schneider;tailor;nom;m;Schniider;;;;;;;;;;;;
Schnok;moustique;Schnake;mosquito;nom;f;Schnoka;;;;;;;;;;;;
Schnurra;museau;Schnauze;snout;nom;f;Schnurra;Schnìrrala;;;;;;;;;;;
Schnàuitz;moustache;Schnurrbart;moustache;nom;m;Schnaitz;Schnaitzla;;;;;;;;;;;
Schnàwel;bec;Schnabel;beak;nom;m;Schnawel;Schnawala;;;;;;;;;;;
Schnìttlàuiech;ciboulette;Schnittlauch;chive;nom;m;Schnìttlàuiech;;;;;;;;;;;;
Schnìtz;tranche;Scheibe;slice;nom;m;Schnìtz;Schnìtzla;;;;;;;;;;;
Schnüer;ficelle;Schnur;string;nom;f;Schniar;;;;;;;;;;;;
Schnüppa;rhume;Erkältung;cold;nom;m;Schnüppa;;;;;;;;;;;;
Schof;mouton;Schaf;sheep;nom;m;Scheef;Scheefla;;;;;;;;;;;
Schokolà;chocolat;Schokolade;chocolate;nom;m;Schokolà;;;;;;;;;;;;
Schopf;remise;Schuppen;shed;nom;m;Schäpf;Schäpfla;;;;;;;;;;;
Schracka;effroi;Schreck;scare;nom;m;Schracka;;;;;;;;;;;;
Schriiner;menuisier;Schreiner;woodworker;nom;m;Schriiner;;;;;;;;;;;;
Schrunda;gerçure;Schrunde;crack;nom;f;Schrunda;;;;;;;;;;;;
Schrìftsteller;écrivain;Schriftsteller;writer;nom;m;Schrìftsteller;;;;;;;;;;;;
Schrìtt;pas;Schritt;step;nom;m;Schrìtt;;;;;;;;;;;;
Schuld;culpabilité;Schuld;guilt;nom;f;Schulda;;;;;;;;;;;;
Schulda;dette;Verpflichtung;debt;nom;p;Schulda;;;;;;;;;;;;
Schurz;tablier;Schurz;apron;nom;m;Schìrz;Schìrzla;;;;;;;;;;;
Schutz;protection;Schutz;protection;nom;m;Schìtz;;;;;;;;;;;;
Schutzangel;ange gardien;Schutzengel;guardian angel;nom;m;Schutzangel;;;;;;;;;;;;
Schwalwala;hirondelle;Schwalbe;swallow;nom;n;Schwalwala;;;;;;;;;;;;
Schwella;seuil;Schwelle;threshold;nom;f;Schwella;;;;;;;;;;;;
Schweschter;soeur;Schwester;sister;nom;f;Schweschtra;Schweschterla;;;;;;;;;;;
Schwierigkeit;difficulté;Schwierigkeit;trouble;nom;f;Schwierigkeita;;;;;;;;;;;;
Schwiina;porc;Schwein;pig;nom;n;Schwiina;Schwiinla;;;;;;;;;;;
Schwitzerkaas;gruyère;schweizer Hartkäse;Gruyère;nom;m;Schwitzerkaas;;;;;;;;;;;;
Schwoger;beau-frère;Schwager;brother-in-law;nom;m;Schweeger;;;;;;;;;;;;
Schwumm;éponge;Schwamm;sponge;nom;m;Schwìmm;Schwìmmla;;;;;;;;;;;
Schwàn;cygne;Schwan;swan;nom;m;Schwan;Schwanla;;;;;;;;;;;
Schwànz;queue;Schwanz;tail;nom;m;Schwanz;;;;;;;;;;;;
Schwàrwurzla;saisifi;Bocksbart;salsify;nom;f;Schwàrwurzla;;;;;;;;;;;;
Schwàrzwurzla;salsifis;Schwarzwurzel;salsify;nom;f;Schwàrzwurzla;;;;;;;;;;;;
Schwàwel;soufre;Schwefel;sulfur;nom;m;;;;;;;;;;;;;
Schwìegera (pej.);belle-mère;Schwiegermutter;mother-in-law;nom;f;Schwìegera;;;;;;;;;;;;
Schwìegermüeter;belle-mère;Schwiegermutter;mother-in-law;nom;f;Schwìegermiater;;;;;;;;;;;;
Schwìegersuhn;gendre;Schwager;brother-in-law;nom;m;Schwìegerseehn;;;;;;;;;;;;
Schàda;dommage;Schaden;damage;nom;m;Schada;;;;;;;;;;;;
